key,Model,rating,License,Organization,date
gemini-1.5-pro-001,Gemini-1.5-Pro-001,1259.8794244508213,Proprietary,Google,20250124
gemini-1.5-pro-002,Gemini-1.5-Pro-002,1302.3657165962109,Proprietary,Google,20250124
gemini-1.5-pro-api-0409-preview,Gemini-1.5-Pro-Preview-0409,1257.3098282377637,Proprietary,Google,20250124
gemini-1.5-pro-exp-0801,Gemini-1.5-Pro-Exp-0801,1298.193161580104,Proprietary,Google,20250124
gemini-1.5-pro-exp-0827,Gemini-1.5-Pro-Exp-0827,1299.6443805384406,Proprietary,Google,20250124
gemini-2.0-flash-exp,Gemini-2.0-Flash-Exp,1356.0594082520306,Proprietary,Google,20250124
gemini-2.0-flash-thinking-exp-01-21,Gemini-2.0-Flash-Thinking-Exp-01-21,1381.797608931306,Proprietary,Google,20250124
gemini-2.0-flash-thinking-exp-1219,Gemini-2.0-Flash-Thinking-Exp-1219,1363.1494898663295,Proprietary,Google,20250124
gemini-advanced-0514,Gemini Advanced App (2024-05-14),1266.5478376810656,Proprietary,Google,20250124
gemini-exp-1114,Gemini-Exp-1114,1346.5391527549868,Proprietary,Google,20250124
gemini-exp-1121,Gemini-Exp-1121,1364.8209871287713,Proprietary,Google,20250124
gemini-exp-1206,Gemini-Exp-1206,1373.771581532349,Proprietary,Google,20250124
gemini-pro,Gemini Pro,1110.4860674760198,Proprietary,Google,20250124
gemini-pro-dev-api,Gemini-1.0-Pro-001,1131.4574940977684,Proprietary,Google,20250124
gemma-1.1-2b-it,Gemma-1.1-2b-it,1020.5093595699899,Gemma license,Google,20250124
gemma-1.1-7b-it,Gemma-1.1-7B-it,1083.7175876629258,Gemma license,Google,20250124
gemma-2-27b-it,Gemma-2-27B-it,1220.1373714325596,Gemma license,Google,20250124
gemma-2-2b-it,Gemma-2-2b-it,1142.6021452917041,Gemma license,Google,20250124
gemma-2-9b-it,Gemma-2-9B-it,1191.3300818835792,Gemma license,Google,20250124
gemma-2-9b-it-simpo,Gemma-2-9B-it-SimPO,1215.9097387632642,MIT,Princeton,20250124
gemma-2b-it,Gemma-2B-it,989.2939369959531,Gemma license,Google,20250124
gemma-7b-it,Gemma-7B-it,1037.3490447772265,Gemma license,Google,20250124
glm-4-0116,GLM-4-0116,1182.9580536644803,Proprietary,Zhipu AI,20250124
glm-4-0520,GLM-4-0520,1206.6352842523522,Proprietary,Zhipu AI,20250124
glm-4-plus,GLM-4-Plus,1273.9924641972043,Proprietary,Zhipu AI,20250124
gpt-3.5-turbo-0125,GPT-3.5-Turbo-0125,1105.7564283313227,Proprietary,OpenAI,20250124
gpt-3.5-turbo-0314,GPT-3.5-Turbo-0314,1106.6970604421049,Proprietary,OpenAI,20250124
gpt-3.5-turbo-0613,GPT-3.5-Turbo-0613,1116.7725850255779,Proprietary,OpenAI,20250124
gpt-3.5-turbo-1106,GPT-3.5-Turbo-1106,1067.6946063362038,Proprietary,OpenAI,20250124
gpt-4-0125-preview,GPT-4-0125-preview,1244.9314224557475,Proprietary,OpenAI,20250124
gpt-4-0314,GPT-4-0314,1186.2430636892236,Proprietary,OpenAI,20250124
gpt-4-0613,GPT-4-0613,1163.055787582085,Proprietary,OpenAI,20250124
gpt-4-1106-preview,GPT-4-1106-preview,1250.0463210965045,Proprietary,OpenAI,20250124
gpt-4-turbo-2024-04-09,GPT-4-Turbo-2024-04-09,1256.415031805413,Proprietary,OpenAI,20250124
gpt-4o-2024-05-13,GPT-4o-2024-05-13,1284.9460325757886,Proprietary,OpenAI,20250124
gpt-4o-2024-08-06,GPT-4o-2024-08-06,1265.313326649522,Proprietary,OpenAI,20250124
gpt-4o-mini-2024-07-18,GPT-4o-mini-2024-07-18,1273.2109364529015,Proprietary,OpenAI,20250124
gpt4all-13b-snoozy,GPT4All-13B-Snoozy,932.3661171432841,Non-commercial,Nomic AI,20250124
granite-3.0-2b-instruct,Granite-3.0-2B-Instruct,1074.1408237184771,Apache 2.0,IBM,20250124
granite-3.0-8b-instruct,Granite-3.0-8B-Instruct,1093.3499128795575,Apache 2.0,IBM,20250124
granite-3.1-2b-instruct,Granite-3.1-2B-Instruct,1118.4754163110215,Apache 2.0,IBM,20250124
granite-3.1-8b-instruct,Granite-3.1-8B-Instruct,1142.2936278109898,Apache 2.0,IBM,20250124
grok-2-2024-08-13,Grok-2-08-13,1287.7688722943035,Proprietary,xAI,20250124
grok-2-mini-2024-08-13,Grok-2-Mini-08-13,1266.161667527811,Proprietary,xAI,20250124
guanaco-33b,Guanaco-33B,1032.8635709962068,Non-commercial,UW,20250124
hunyuan-standard-256k,Hunyuan-Standard-256K,1188.9341794607194,Proprietary,Tencent,20250124
internlm2_5-20b-chat,InternLM2.5-20B-chat,1148.8941247739367,Other,InternLM,20250124
jamba-1.5-large,Jamba-1.5-Large,1221.400693502415,Jamba Open,AI21 Labs,20250124
jamba-1.5-mini,Jamba-1.5-Mini,1175.879123651958,Jamba Open,AI21 Labs,20250124
koala-13b,Koala-13B,964.3795577932499,Non-commercial,UC Berkeley,20250124
llama-13b,LLaMA-13B,799.6888256855988,Non-commercial,Meta,20250124
llama-2-13b-chat,Llama-2-13b-chat,1063.2337127315732,Llama 2 Community,Meta,20250124
llama-2-70b-chat,Llama-2-70B-chat,1092.990453952114,Llama 2 Community,Meta,20250124
llama-2-7b-chat,Llama-2-7B-chat,1036.8957178854491,Llama 2 Community,Meta,20250124
llama-3-70b-instruct,Llama-3-70B-Instruct,1206.482634032658,Llama 3 Community,Meta,20250124
llama-3-8b-instruct,Llama-3-8B-Instruct,1151.9938497086619,Llama 3 Community,Meta,20250124
llama-3.1-405b-instruct-bf16,Meta-Llama-3.1-405B-Instruct-bf16,1268.2137930776057,Llama 3.1 Community,Meta,20250124
llama-3.1-405b-instruct-fp8,Meta-Llama-3.1-405B-Instruct-fp8,1267.4340717943282,Llama 3.1 Community,Meta,20250124
llama-3.1-70b-instruct,Meta-Llama-3.1-70B-Instruct,1247.757489338795,Llama 3.1 Community,Meta,20250124
llama-3.1-8b-instruct,Meta-Llama-3.1-8B-Instruct,1175.7376948541973,Llama 3.1 Community,Meta,20250124
llama-3.1-nemotron-51b-instruct,Llama-3.1-Nemotron-51B-Instruct,1211.0336054733013,Llama 3.1,Nvidia,20250124
llama-3.1-nemotron-70b-instruct,Llama-3.1-Nemotron-70B-Instruct,1268.5800690829092,Llama 3.1,Nvidia,20250124
llama-3.1-tulu-3-70b,Llama-3.1-Tulu-3-70B,1244.2435824532831,Llama 3.1,Ai2,20250124
llama-3.1-tulu-3-8b,Llama-3.1-Tulu-3-8B,1184.8209321205277,Llama 3.1,Ai2,20250124
llama-3.2-1b-instruct,Meta-Llama-3.2-1B-Instruct,1053.7955835166613,Llama 3.2,Meta,20250124
llama-3.2-3b-instruct,Meta-Llama-3.2-3B-Instruct,1103.0034118090466,Llama 3.2,Meta,20250124
llama-3.3-70b-instruct,Llama-3.3-70B-Instruct,1256.1432726766907,Llama-3.3,Meta,20250124
llama2-70b-steerlm-chat,NV-Llama2-70B-SteerLM-Chat,1080.707361099809,Llama 2 Community,Nvidia,20250124
ministral-8b-2410,Ministral-8B-2410,1182.1252036037254,MRL,Mistral,20250124
mistral-7b-instruct,Mistral-7B-Instruct-v0.1,1008.0884110582596,Apache 2.0,Mistral,20250124
mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,1072.171665265064,Apache-2.0,Mistral,20250124
mistral-large-2402,Mistral-Large-2402,1157.2270575163634,Proprietary,Mistral,20250124
mistral-large-2407,Mistral-Large-2407,1251.486059043068,Mistral Research,Mistral,20250124
mistral-large-2411,Mistral-Large-2411,1243.9497081616405,MRL,Mistral,20250124
mistral-medium,Mistral Medium,1147.7787075570905,Proprietary,Mistral,20250124
mistral-next,Mistral-Next,1124.2835210598853,Proprietary,Mistral,20250124
mixtral-8x22b-instruct-v0.1,Mixtral-8x22b-Instruct-v0.1,1147.6131179103404,Apache 2.0,Mistral,20250124
mixtral-8x7b-instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,1114.0,Apache 2.0,Mistral,20250124
mpt-30b-chat,MPT-30B-chat,1045.7216324420065,CC-BY-NC-SA-4.0,MosaicML,20250124
mpt-7b-chat,MPT-7B-Chat,928.2081546385245,CC-BY-NC-SA-4.0,MosaicML,20250124
nemotron-4-340b-instruct,Nemotron-4-340B-Instruct,1209.1247647096422,NVIDIA Open Model,Nvidia,20250124
nous-hermes-2-mixtral-8x7b-dpo,Nous-Hermes-2-Mixtral-8x7B-DPO,1084.2693635146084,Apache-2.0,NousResearch,20250124
o1-2024-12-17,o1-2024-12-17,1351.7163673584641,Proprietary,OpenAI,20250124
o1-mini,o1-mini,1305.3033153269507,Proprietary,OpenAI,20250124
o1-preview,o1-preview,1334.9990061709354,Proprietary,OpenAI,20250124
oasst-pythia-12b,OpenAssistant-Pythia-12B,893.6025540940356,Apache 2.0,OpenAssistant,20250124
olmo-7b-instruct,OLMo-7B-instruct,1015.4244476371912,Apache-2.0,Allen AI,20250124
openchat-3.5,OpenChat-3.5,1076.4610022109473,Apache-2.0,OpenChat,20250124
openchat-3.5-0106,OpenChat-3.5-0106,1091.5166079472274,Apache-2.0,OpenChat,20250124
openhermes-2.5-mistral-7b,OpenHermes-2.5-Mistral-7B,1074.4725110591403,Apache-2.0,NousResearch,20250124
palm-2,PaLM-Chat-Bison-001,1003.6483476841515,Proprietary,Google,20250124
phi-3-medium-4k-instruct,Phi-3-Medium-4k-Instruct,1123.0743304382036,MIT,Microsoft,20250124
phi-3-mini-128k-instruct,Phi-3-Mini-128k-Instruct,1036.9458960637955,MIT,Microsoft,20250124
phi-3-mini-4k-instruct,Phi-3-Mini-4k-Instruct,1066.0720426338585,MIT,Microsoft,20250124
phi-3-mini-4k-instruct-june-2024,Phi-3-Mini-4K-Instruct-June-24,1070.8139175938484,MIT,Microsoft,20250124
phi-3-small-8k-instruct,Phi-3-Small-8k-Instruct,1101.6829992184885,MIT,Microsoft,20250124
phi-4,Phi-4,1211.0566858223704,MIT,Microsoft,20250124
pplx-70b-online,pplx-70B-online,1077.907495767027,Proprietary,Perplexity AI,20250124
pplx-7b-online,pplx-7B-online,1044.4693775097644,Proprietary,Perplexity AI,20250124
qwen-14b-chat,Qwen-14B-Chat,1035.3536801148266,Qianwen LICENSE,Alibaba,20250124
qwen-max-0428,Qwen-Max-0428,1183.0456097508713,Proprietary,Alibaba,20250124
qwen-max-0919,Qwen-Max-0919,1263.3174400987823,Qwen,Alibaba,20250124
qwen-plus-0828,Qwen-Plus-0828,1227.39964381656,Proprietary,Alibaba,20250124
qwen1.5-110b-chat,Qwen1.5-110B-Chat,1161.4758400883381,Qianwen LICENSE,Alibaba,20250124
qwen1.5-14b-chat,Qwen1.5-14B-Chat,1108.98734629352,Qianwen LICENSE,Alibaba,20250124
qwen1.5-32b-chat,Qwen1.5-32B-Chat,1125.3521214060215,Qianwen LICENSE,Alibaba,20250124
qwen1.5-4b-chat,Qwen1.5-4B-Chat,988.3692309159525,Qianwen LICENSE,Alibaba,20250124
qwen1.5-72b-chat,Qwen1.5-72B-Chat,1147.4616262881723,Qianwen LICENSE,Alibaba,20250124
qwen1.5-7b-chat,Qwen1.5-7B-Chat,1069.7618106338705,Qianwen LICENSE,Alibaba,20250124
qwen2-72b-instruct,Qwen2-72B-Instruct,1187.159306374873,Qianwen LICENSE,Alibaba,20250124
qwen2.5-72b-instruct,Qwen2.5-72B-Instruct,1257.3145662453062,Qwen,Alibaba,20250124
qwen2.5-coder-32b-instruct,Qwen2.5-Coder-32B-Instruct,1216.8166920411722,Apache 2.0,Alibaba,20250124
qwen2.5-plus-1127,Qwen2.5-plus-1127,1282.7853691563382,Proprietary,Alibaba,20250124
qwq-32b-preview,QwQ-32B-Preview,1153.4073021135841,Apache 2.0,Alibaba,20250124
reka-core-20240501,Reka-Core-20240501,1199.618682988442,Proprietary,Reka AI,20250124
reka-core-20240722,Reka-Core-20240722,1230.5932239463682,Proprietary,Reka AI,20250124
reka-core-20240904,Reka-Core-20240904,1235.0272141194582,Proprietary,Reka AI,20250124
reka-flash-20240722,Reka-Flash-20240722,1201.1360857894138,Proprietary,Reka AI,20250124
reka-flash-20240904,Reka-Flash-20240904,1205.3675030698428,Proprietary,Reka AI,20250124
reka-flash-21b-20240226,Reka-Flash-21B,1147.6894734003677,Proprietary,Reka AI,20250124
reka-flash-21b-20240226-online,Reka-Flash-21B-online,1155.8331754289732,Proprietary,Reka AI,20250124
reka-flash-preview-20240611,Reka-Flash-Preview-20240611,1165.260290922764,Proprietary,Reka AI,20250124
smollm2-1.7b-instruct,SmolLM2-1.7B-Instruct,1046.8284212238887,Apache 2.0,HuggingFace,20250124
snowflake-arctic-instruct,Snowflake Arctic Instruct,1090.0263765110003,Apache 2.0,Snowflake,20250124
solar-10.7b-instruct-v1.0,SOLAR-10.7B-Instruct-v1.0,1062.1228293878758,CC-BY-NC-4.0,Upstage AI,20250124
stablelm-tuned-alpha-7b,StableLM-Tuned-Alpha-7B,840.5021899374224,CC-BY-NC-SA-4.0,Stability AI,20250124
starling-lm-7b-alpha,Starling-LM-7B-alpha,1088.442655891143,CC-BY-NC-4.0,UC Berkeley,20250124
starling-lm-7b-beta,Starling-LM-7B-beta,1119.057426732954,Apache-2.0,Nexusflow,20250124
step-2-16k-exp-202412,Step-2-16K-Exp,1305.1199729999853,Proprietary,StepFun,20250124
stripedhyena-nous-7b,StripedHyena-Nous-7B,1017.4674168516144,Apache 2.0,Together AI,20250124
tulu-2-dpo-70b,Tulu-2-DPO-70B,1099.214375745563,AI2 ImpACT Low-risk,AllenAI/UW,20250124
vicuna-13b,Vicuna-13B,1042.0939530806854,Llama 2 Community,LMSYS,20250124
vicuna-33b,Vicuna-33B,1090.675916850907,Non-commercial,LMSYS,20250124
vicuna-7b,Vicuna-7B,1005.1207039340549,Llama 2 Community,LMSYS,20250124
wizardlm-13b,WizardLM-13b-v1.2,1058.7850233376657,Llama 2 Community,Microsoft,20250124
wizardlm-70b,WizardLM-70B-v1.0,1106.2008355967632,Llama 2 Community,Microsoft,20250124
yi-1.5-34b-chat,Yi-1.5-34B-Chat,1157.2403762918598,Apache-2.0,01 AI,20250124
yi-34b-chat,Yi-34B-Chat,1111.2193362362282,Yi License,01 AI,20250124
yi-34b-chat,Yi-34B-Chat,1111.2193362362282,Yi License,01 AI,20250124
yi-large,Yi-Large,1212.7099069784185,Proprietary,01 AI,20250124
yi-large-preview,Yi-Large-preview,1239.629352880977,Proprietary,01 AI,20250124
yi-lightning,Yi-Lightning,1287.1288520510993,Proprietary,01 AI,20250124
yi-lightning-lite,Yi-Lightning-lite,1264.2667929254508,Proprietary,01 AI,20250124
zephyr-7b-alpha,Zephyr-7B-alpha,1041.5497852480576,MIT,HuggingFace,20250124
zephyr-7b-beta,Zephyr-7B-beta,1053.263422391204,MIT,HuggingFace,20250124
zephyr-orpo-141b-A35b-v0.1,Zephyr-ORPO-141b-A35b-v0.1,1127.0546508086331,Apache 2.0,HuggingFace,20250124
RWKV-4-Raven-14B,RWKV-4-Raven-14B,921.4504825467498,Apache 2.0,RWKV,20250128
alpaca-13b,Alpaca-13B,901.2780714997261,Non-commercial,Stanford,20250128
amazon-nova-lite-v1.0,Amazon Nova Lite 1.0,1219.0973607250212,Proprietary,Amazon,20250128
amazon-nova-micro-v1.0,Amazon Nova Micro 1.0,1196.8752727865326,Proprietary,Amazon,20250128
amazon-nova-pro-v1.0,Amazon Nova Pro 1.0,1243.822762586835,Proprietary,Amazon,20250128
athene-70b-0725,Athene-70B,1250.3760180588563,CC-BY-NC-4.0,NexusFlow,20250128
athene-v2-chat,Athene-v2-Chat-72B,1276.7772365371466,NexusFlow,NexusFlow,20250128
bard-jan-24-gemini-pro,Gemini App (2024-01-24),1208.3565116463346,Proprietary,Google,20250128
c4ai-aya-expanse-32b,Aya-Expanse-32B,1209.3189258597736,CC-BY-NC-4.0,Cohere,20250128
c4ai-aya-expanse-8b,Aya-Expanse-8B,1179.2823116622394,CC-BY-NC-4.0,Cohere,20250128
chatglm-6b,ChatGLM-6B,878.743463313014,Non-commercial,Tsinghua,20250128
chatglm2-6b,ChatGLM2-6B,923.8755143494375,Apache-2.0,Tsinghua,20250128
chatglm3-6b,ChatGLM3-6B,955.3038965437113,Apache-2.0,Tsinghua,20250128
chatgpt-4o-latest-20240808,ChatGPT-4o-latest (2024-08-08),1316.6059572086351,Proprietary,OpenAI,20250128
chatgpt-4o-latest-20240903,ChatGPT-4o-latest (2024-09-03),1339.5853697572431,Proprietary,OpenAI,20250128
chatgpt-4o-latest-20241120,ChatGPT-4o-latest (2024-11-20),1365.2448774533657,Proprietary,OpenAI,20250128
claude-1,Claude-1,1148.8657408898505,Proprietary,Anthropic,20250128
claude-2.0,Claude-2.0,1131.9226805460357,Proprietary,Anthropic,20250128
claude-2.1,Claude-2.1,1118.1546431627564,Proprietary,Anthropic,20250128
claude-3-5-haiku-20241022,Claude 3.5 Haiku (20241022),1237.6311105096993,Propretary,Anthropic,20250128
claude-3-5-sonnet-20240620,Claude 3.5 Sonnet (20240620),1268.329229955559,Proprietary,Anthropic,20250128
claude-3-5-sonnet-20241022,Claude 3.5 Sonnet (20241022),1283.7099708934243,Proprietary,Anthropic,20250128
claude-3-haiku-20240307,Claude 3 Haiku,1179.3291134224983,Proprietary,Anthropic,20250128
claude-3-opus-20240229,Claude 3 Opus,1247.3557659698001,Proprietary,Anthropic,20250128
claude-3-sonnet-20240229,Claude 3 Sonnet,1200.9482022053928,Proprietary,Anthropic,20250128
claude-instant-1,Claude-Instant-1,1111.1988008770204,Proprietary,Anthropic,20250128
codellama-34b-instruct,CodeLlama-34B-instruct,1042.941862451033,Llama 2 Community,Meta,20250128
codellama-70b-instruct,CodeLlama-70B-instruct,1041.5000199228484,Llama 2 Community,Meta,20250128
command-r,Command R (04-2024),1148.743376976594,CC-BY-NC-4.0,Cohere,20250128
command-r-08-2024,Command R (08-2024),1179.6965251394709,CC-BY-NC-4.0,Cohere,20250128
command-r-plus,Command R+ (04-2024),1189.8802123456317,CC-BY-NC-4.0,Cohere,20250128
command-r-plus-08-2024,Command R+ (08-2024),1215.3641593864866,CC-BY-NC-4.0,Cohere,20250128
dbrx-instruct-preview,DBRX-Instruct-Preview,1103.1481272221472,DBRX LICENSE,Databricks,20250128
deepseek-coder-v2,DeepSeek-Coder-V2-Instruct,1178.4572400339248,DeepSeek License,DeepSeek AI,20250128
deepseek-coder-v2-0724,Deepseek-Coder-v2-0724,1214.122501675649,Proprietary,DeepSeek,20250128
deepseek-llm-67b-chat,DeepSeek-LLM-67B-Chat,1076.8304796603284,DeepSeek License,DeepSeek AI,20250128
deepseek-r1,DeepSeek-R1,1357.653476112198,MIT,DeepSeek,20250128
deepseek-v2-api-0628,Deepseek-v2-API-0628,1219.8296323666946,DeepSeek,DeepSeek AI,20250128
deepseek-v2.5,Deepseek-v2.5,1258.1303361328746,DeepSeek,DeepSeek,20250128
deepseek-v2.5-1210,Deepseek-v2.5-1210,1278.6394529027114,DeepSeek,DeepSeek,20250128
deepseek-v3,DeepSeek-V3,1316.5711681850119,DeepSeek,DeepSeek,20250128
dolly-v2-12b,Dolly-V2-12B,821.9463242111517,MIT,Databricks,20250128
dolphin-2.2.1-mistral-7b,Dolphin-2.2.1-Mistral-7B,1062.6307499002737,Apache-2.0,Cognitive Computations,20250128
falcon-180b-chat,falcon-180b-chat,1033.9687428827938,Falcon-180B TII License,TII,20250128
fastchat-t5-3b,FastChat-T5-3B,868.1436201988414,Apache 2.0,LMSYS,20250128
gemini-1.5-flash-001,Gemini-1.5-Flash-001,1226.9479900570734,Proprietary,Google,20250128
gemini-1.5-flash-002,Gemini-1.5-Flash-002,1271.382511015597,Proprietary,Google,20250128
gemini-1.5-flash-8b-001,Gemini-1.5-Flash-8B-001,1212.4112606522033,Proprietary,Google,20250128
gemini-1.5-flash-8b-exp-0827,Gemini-1.5-Flash-8B-Exp-0827,1205.2692669747566,Proprietary,Google,20250128
gemini-1.5-flash-exp-0827,Gemini-1.5-Flash-Exp-0827,1269.2895516219062,Proprietary,Google,20250128
gemini-1.5-pro-001,Gemini-1.5-Pro-001,1259.9094929716907,Proprietary,Google,20250128
gemini-1.5-pro-002,Gemini-1.5-Pro-002,1302.136576707538,Proprietary,Google,20250128
gemini-1.5-pro-api-0409-preview,Gemini-1.5-Pro-Preview-0409,1257.3561246449174,Proprietary,Google,20250128
gemini-1.5-pro-exp-0801,Gemini-1.5-Pro-Exp-0801,1298.2427077854622,Proprietary,Google,20250128
gemini-1.5-pro-exp-0827,Gemini-1.5-Pro-Exp-0827,1299.6788066629285,Proprietary,Google,20250128
gemini-2.0-flash-exp,Gemini-2.0-Flash-Exp,1355.5480272662242,Proprietary,Google,20250128
gemini-2.0-flash-thinking-exp-01-21,Gemini-2.0-Flash-Thinking-Exp-01-21,1381.9950998330673,Proprietary,Google,20250128
gemini-2.0-flash-thinking-exp-1219,Gemini-2.0-Flash-Thinking-Exp-1219,1363.0595351339289,Proprietary,Google,20250128
gemini-advanced-0514,Gemini Advanced App (2024-05-14),1266.5669151512866,Proprietary,Google,20250128
gemini-exp-1114,Gemini-Exp-1114,1346.6019067688171,Proprietary,Google,20250128
gemini-exp-1121,Gemini-Exp-1121,1365.008881300781,Proprietary,Google,20250128
gemini-exp-1206,Gemini-Exp-1206,1373.4982624679517,Proprietary,Google,20250128
gemini-pro,Gemini Pro,1110.5669335141038,Proprietary,Google,20250128
gemini-pro-dev-api,Gemini-1.0-Pro-001,1131.4633980211904,Proprietary,Google,20250128
gemma-1.1-2b-it,Gemma-1.1-2b-it,1020.52082165811,Gemma license,Google,20250128
gemma-1.1-7b-it,Gemma-1.1-7B-it,1083.752672080439,Gemma license,Google,20250128
gemma-2-27b-it,Gemma-2-27B-it,1220.1425771571508,Gemma license,Google,20250128
gemma-2-2b-it,Gemma-2-2b-it,1142.698158450707,Gemma license,Google,20250128
gemma-2-9b-it,Gemma-2-9B-it,1191.3649793970965,Gemma license,Google,20250128
gemma-2-9b-it-simpo,Gemma-2-9B-it-SimPO,1215.8108744466733,MIT,Princeton,20250128
gemma-2b-it,Gemma-2B-it,989.6010740271734,Gemma license,Google,20250128
gemma-7b-it,Gemma-7B-it,1037.2437719793259,Gemma license,Google,20250128
glm-4-0116,GLM-4-0116,1183.1166890058626,Proprietary,Zhipu AI,20250128
glm-4-0520,GLM-4-0520,1206.6572083218107,Proprietary,Zhipu AI,20250128
glm-4-plus,GLM-4-Plus,1274.0252237216112,Proprietary,Zhipu AI,20250128
gpt-3.5-turbo-0125,GPT-3.5-Turbo-0125,1105.8280220326908,Proprietary,OpenAI,20250128
gpt-3.5-turbo-0314,GPT-3.5-Turbo-0314,1106.4604316735893,Proprietary,OpenAI,20250128
gpt-3.5-turbo-0613,GPT-3.5-Turbo-0613,1116.848282051153,Proprietary,OpenAI,20250128
gpt-3.5-turbo-1106,GPT-3.5-Turbo-1106,1067.7324604433372,Proprietary,OpenAI,20250128
gpt-4-0125-preview,GPT-4-0125-preview,1244.971235262634,Proprietary,OpenAI,20250128
gpt-4-0314,GPT-4-0314,1186.2367815101632,Proprietary,OpenAI,20250128
gpt-4-0613,GPT-4-0613,1163.086693065015,Proprietary,OpenAI,20250128
gpt-4-1106-preview,GPT-4-1106-preview,1250.053577055378,Proprietary,OpenAI,20250128
gpt-4-turbo-2024-04-09,GPT-4-Turbo-2024-04-09,1256.415607876732,Proprietary,OpenAI,20250128
gpt-4o-2024-05-13,GPT-4o-2024-05-13,1285.0009818674805,Proprietary,OpenAI,20250128
gpt-4o-2024-08-06,GPT-4o-2024-08-06,1265.3483611080317,Proprietary,OpenAI,20250128
gpt-4o-mini-2024-07-18,GPT-4o-mini-2024-07-18,1273.168538221754,Proprietary,OpenAI,20250128
gpt4all-13b-snoozy,GPT4All-13B-Snoozy,931.7544076020199,Non-commercial,Nomic AI,20250128
granite-3.0-2b-instruct,Granite-3.0-2B-Instruct,1074.0632499101985,Apache 2.0,IBM,20250128
granite-3.0-8b-instruct,Granite-3.0-8B-Instruct,1093.3106031827688,Apache 2.0,IBM,20250128
granite-3.1-2b-instruct,Granite-3.1-2B-Instruct,1118.7772541898394,Apache 2.0,IBM,20250128
granite-3.1-8b-instruct,Granite-3.1-8B-Instruct,1143.2018135169856,Apache 2.0,IBM,20250128
grok-2-2024-08-13,Grok-2-08-13,1287.7741257042312,Proprietary,xAI,20250128
grok-2-mini-2024-08-13,Grok-2-Mini-08-13,1266.1885072237917,Proprietary,xAI,20250128
guanaco-33b,Guanaco-33B,1032.4453824033064,Non-commercial,UW,20250128
hunyuan-standard-256k,Hunyuan-Standard-256K,1189.1615078714713,Proprietary,Tencent,20250128
internlm2_5-20b-chat,InternLM2.5-20B-chat,1149.029611148668,Other,InternLM,20250128
jamba-1.5-large,Jamba-1.5-Large,1221.4246775546058,Jamba Open,AI21 Labs,20250128
jamba-1.5-mini,Jamba-1.5-Mini,1175.917449863001,Jamba Open,AI21 Labs,20250128
koala-13b,Koala-13B,964.1981640275878,Non-commercial,UC Berkeley,20250128
llama-13b,LLaMA-13B,799.0297749561819,Non-commercial,Meta,20250128
llama-2-13b-chat,Llama-2-13b-chat,1063.2491150467647,Llama 2 Community,Meta,20250128
llama-2-70b-chat,Llama-2-70B-chat,1093.0340978661075,Llama 2 Community,Meta,20250128
llama-2-7b-chat,Llama-2-7B-chat,1036.889900880738,Llama 2 Community,Meta,20250128
llama-3-70b-instruct,Llama-3-70B-Instruct,1206.5381436069092,Llama 3 Community,Meta,20250128
llama-3-8b-instruct,Llama-3-8B-Instruct,1151.992120537272,Llama 3 Community,Meta,20250128
llama-3.1-405b-instruct-bf16,Meta-Llama-3.1-405B-Instruct-bf16,1268.1980143431497,Llama 3.1 Community,Meta,20250128
llama-3.1-405b-instruct-fp8,Meta-Llama-3.1-405B-Instruct-fp8,1267.5019022639756,Llama 3.1 Community,Meta,20250128
llama-3.1-70b-instruct,Meta-Llama-3.1-70B-Instruct,1247.8431715919062,Llama 3.1 Community,Meta,20250128
llama-3.1-8b-instruct,Meta-Llama-3.1-8B-Instruct,1175.7664814831326,Llama 3.1 Community,Meta,20250128
llama-3.1-nemotron-51b-instruct,Llama-3.1-Nemotron-51B-Instruct,1211.446992849405,Llama 3.1,Nvidia,20250128
llama-3.1-nemotron-70b-instruct,Llama-3.1-Nemotron-70B-Instruct,1268.6773881641404,Llama 3.1,Nvidia,20250128
llama-3.1-tulu-3-70b,Llama-3.1-Tulu-3-70B,1244.169202935809,Llama 3.1,Ai2,20250128
llama-3.1-tulu-3-8b,Llama-3.1-Tulu-3-8B,1184.8300956826506,Llama 3.1,Ai2,20250128
llama-3.2-1b-instruct,Meta-Llama-3.2-1B-Instruct,1053.8970824245855,Llama 3.2,Meta,20250128
llama-3.2-3b-instruct,Meta-Llama-3.2-3B-Instruct,1102.8859157440434,Llama 3.2,Meta,20250128
llama-3.3-70b-instruct,Llama-3.3-70B-Instruct,1256.1662762987128,Llama-3.3,Meta,20250128
llama2-70b-steerlm-chat,NV-Llama2-70B-SteerLM-Chat,1080.6961341790125,Llama 2 Community,Nvidia,20250128
ministral-8b-2410,Ministral-8B-2410,1182.1942292471904,MRL,Mistral,20250128
mistral-7b-instruct,Mistral-7B-Instruct-v0.1,1007.9920910379153,Apache 2.0,Mistral,20250128
mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,1072.2273029744256,Apache-2.0,Mistral,20250128
mistral-large-2402,Mistral-Large-2402,1157.259798292816,Proprietary,Mistral,20250128
mistral-large-2407,Mistral-Large-2407,1251.5300175412572,Mistral Research,Mistral,20250128
mistral-large-2411,Mistral-Large-2411,1243.7760678068878,MRL,Mistral,20250128
